pnode_id,pnode_name,pnode_subtype,pnode_zone,sub_id,sub_name,sub_city,sub_state,sub_max_volt,sub_lat,sub_lng,match_score
1666103462,PHILIPS 69 KV   PHIL,LOAD,AEP,125040,PHILIPSBURG,PHILIPSBURG,PA,115,40.90313939200007,-78.21244041499995,77.77777777777777
1666103464,NOBLE   69 KV   T1,LOAD,AEP,123168,NOBLE,AVILLA,IN,69,41.36099952100005,-85.21156492599994,100
1666103464,NOBLE   69 KV   T1,LOAD,AEP,152376,NOBLE,AKRON,OH,-999999,41.08462941300007,-81.55428825999996,100
1666104456,SHRWOOD 69 KV   T1,LOAD,AEP,108908,SOURWOOD,IAEGER,WV,138,37.392304599000056,-81.84750611999993,80.0
1666104473,ROUSE   138 KV  WASHNGTN,LOAD,AEP,163195,ROUSE,GRAYSVILLE,OH,-999999,39.60786985400006,-81.15696549799998,100
2156114310,BANGOR  69 KV   T2,LOAD,AEP,144038,ANGORA,PHILADELPHIA,PA,69,39.94542421500006,-75.23618986299994,88.33333333333333
1666104479,DELPHOS 69 KV   T2,LOAD,AEP,113745,NORTH DELPHOS,DELPHOS,OH,138,40.89622489900006,-84.30933983899996,100
1775813070,GREENSW 69 KV   BROIN,LOAD,AEP,146346,GREENWAY,ASHBURN,VA,230,39.004050421000045,-77.47959762899995,80.0
1775813090,DECATUR 69 KV   T1,LOAD,AEP,123276,SOUTH DECATUR,DECATUR,IN,-999999,40.80368833500006,-84.93266614999999,100
1775813090,DECATUR 69 KV   T1,LOAD,AEP,148503,DECANT,CURTICE,OH,138,41.63722157300003,-83.33297381199998,76.92307692307692
1775813097,WNCHEST 69 KV   T3,LOAD,AEP,141202,WINCHESTER,WINCHESTER,IN,69,40.17670425100005,-84.98625806099994,87.35294117647058
