iso_id,name,pnode_id,month,year,total_lmp
dc6a8309-d023-4fc0-87bb-396091d6b178,WILL COUNTY 3,33138771,6,2026,37.04
dc6a8309-d023-4fc0-87bb-396091d6b178,GRANT   138 KV  T1,32411415,6,2026,41.17
dc6a8309-d023-4fc0-87bb-396091d6b178,KAMMER,34509201,6,2026,42.95
dc6a8309-d023-4fc0-87bb-396091d6b178,BRUES   138 KV  T4,32410737,6,2026,43.37
dc6a8309-d023-4fc0-87bb-396091d6b178,LAKIN   138 KV  T2,32411785,6,2026,44.06
dc6a8309-d023-4fc0-87bb-396091d6b178,DARRAH  34 KV   26THSTRE,32411037,6,2026,42.72
dc6a8309-d023-4fc0-87bb-396091d6b178,LEONAP  69 KV   T2,32411809,6,2026,41.31
dc6a8309-d023-4fc0-87bb-396091d6b178,RIPLEY  69 KV   T1,32412367,6,2026,40.71
dc6a8309-d023-4fc0-87bb-396091d6b178,TURNER  138 KV  T5,32412879,6,2026,44.71
dc6a8309-d023-4fc0-87bb-396091d6b178,DALEWOOD T1,50697147,6,2026,43.46
dc6a8309-d023-4fc0-87bb-396091d6b178,ATWOOD  69 KV   ATWOOD,2156109016,6,2026,44.76
dc6a8309-d023-4fc0-87bb-396091d6b178,HINTON  138 KV  T1,32411565,6,2026,43.11
dc6a8309-d023-4fc0-87bb-396091d6b178,MEADOW  34 KV   LOAD,1183223103,6,2026,41.08
dc6a8309-d023-4fc0-87bb-396091d6b178,LAYLAND 69 KV   T1,32411805,6,2026,44.21
dc6a8309-d023-4fc0-87bb-396091d6b178,LONDON  46 KV   HUGHESTO,32411845,6,2026,41.22
dc6a8309-d023-4fc0-87bb-396091d6b178,MULLENS 138 KV  T4,32412053,6,2026,44.65
dc6a8309-d023-4fc0-87bb-396091d6b178,SURRY,35010355,6,2026,42.95
dc6a8309-d023-4fc0-87bb-396091d6b178,GARY    138 KV  T1,1388602469,6,2026,43.53
dc6a8309-d023-4fc0-87bb-396091d6b178,WELCH   138 KV  T1,32412997,6,2026,41.24
dc6a8309-d023-4fc0-87bb-396091d6b178,ARMENIA MOUNTAIN WF,83782949,6,2026,44.08
dc6a8309-d023-4fc0-87bb-396091d6b178,BERWIND 138 KV  NEWFARAD,1379256639,6,2026,44.32
dc6a8309-d023-4fc0-87bb-396091d6b178,SHRWOOD 69 KV   T1,1666104456,6,2026,41.19
dc6a8309-d023-4fc0-87bb-396091d6b178,RAGLAND 138 KV  T1,32412311,6,2026,41.95
dc6a8309-d023-4fc0-87bb-396091d6b178,SHELBYCO69 KV   LOGAN,2156110530,6,2026,43.85
dc6a8309-d023-4fc0-87bb-396091d6b178,NORTHAMPTON,1064503,6,2026,44.61
dc6a8309-d023-4fc0-87bb-396091d6b178,HOPKINS 138 KV  T1,32411589,6,2026,41.65
dc6a8309-d023-4fc0-87bb-396091d6b178,DPL SOUTH,51216,6,2026,42.18
dc6a8309-d023-4fc0-87bb-396091d6b178,WEST INT HUB,51287,6,2026,42.14
dc6a8309-d023-4fc0-87bb-396091d6b178,CRISFIELD,292899,6,2026,45.38
dc6a8309-d023-4fc0-87bb-396091d6b178,WMILTON 69 KV   A,32413305,6,2026,43.01
dc6a8309-d023-4fc0-87bb-396091d6b178,RUTH    138 KV  T1,32412461,6,2026,44.0
dc6a8309-d023-4fc0-87bb-396091d6b178,DOMCHES,1313803836,6,2026,52.54
dc6a8309-d023-4fc0-87bb-396091d6b178,CODOVER 138 KV  T1,32410935,6,2026,36.23
dc6a8309-d023-4fc0-87bb-396091d6b178,LESLIE  161 KV  T1,32411811,6,2026,37.46
dc6a8309-d023-4fc0-87bb-396091d6b178,EASTON,51218,6,2026,39.47
dc6a8309-d023-4fc0-87bb-396091d6b178,VP ROANOKE RAPIDS 1-4,40620461,6,2026,39.82
dc6a8309-d023-4fc0-87bb-396091d6b178,SUMMIT  138 KV  T1,32412773,6,2026,37.04
dc6a8309-d023-4fc0-87bb-396091d6b178,FREMONT 138 KV  T1,32411321,6,2026,36.8
dc6a8309-d023-4fc0-87bb-396091d6b178,SANDERSO138 KV  WEBSTER,1084384000,6,2026,36.21
dc6a8309-d023-4fc0-87bb-396091d6b178,TIMKEN  138 KV  T1,32412847,6,2026,37.56
dc6a8309-d023-4fc0-87bb-396091d6b178,RICHLND 138 KV  RP81,44460895,6,2026,45.31
dc6a8309-d023-4fc0-87bb-396091d6b178,GRUNDY  69 KV   T5,1218905978,6,2026,48.51
dc6a8309-d023-4fc0-87bb-396091d6b178,BURGER  138 KV  EMDS,112586195,6,2026,35.08
dc6a8309-d023-4fc0-87bb-396091d6b178,NILES   16 KV   UN1,98370493,6,2026,36.45
dc6a8309-d023-4fc0-87bb-396091d6b178,MIAMI   138 KV  LOADM,32413293,6,2026,35.67
dc6a8309-d023-4fc0-87bb-396091d6b178,STUART 1,35079811,6,2026,39.07
dc6a8309-d023-4fc0-87bb-396091d6b178,HANGING ROCK,34509193,6,2026,37.62
dc6a8309-d023-4fc0-87bb-396091d6b178,WOODSRD 138 KV  T12,106856781,6,2026,36.34
dc6a8309-d023-4fc0-87bb-396091d6b178,BATHFE  138 KV  TR1,1107283898,6,2026,36.25
dc6a8309-d023-4fc0-87bb-396091d6b178,WILLEY  138 KV  BK2,2156113872,6,2026,39.09
dc6a8309-d023-4fc0-87bb-396091d6b178,SUGAR CREEK CC,35102839,6,2026,40.18
dc6a8309-d023-4fc0-87bb-396091d6b178,URBAN   138 KV  TR2,98370261,6,2026,39.17
dc6a8309-d023-4fc0-87bb-396091d6b178,HOWARD2 138 KV  T1,32411597,6,2026,35.74
dc6a8309-d023-4fc0-87bb-396091d6b178,NORTH PROCTORVILLE,34509209,6,2026,36.5
dc6a8309-d023-4fc0-87bb-396091d6b178,DELPHOS 69 KV   T2,1666104479,6,2026,38.13
dc6a8309-d023-4fc0-87bb-396091d6b178,TAIT    69 KV   BK-1,40243351,6,2026,38.0
dc6a8309-d023-4fc0-87bb-396091d6b178,CLUTCH  69 KV   LUKUSAT1,2156118405,6,2026,38.75
dc6a8309-d023-4fc0-87bb-396091d6b178,ELDEAN1 138 KV  BK-7,38367875,6,2026,35.68
dc6a8309-d023-4fc0-87bb-396091d6b178,HICKORYC34 KV   CLARK,32411535,6,2026,36.72
dc6a8309-d023-4fc0-87bb-396091d6b178,YANKEE  13 KV   GENC,123901549,6,2026,33.65
dc6a8309-d023-4fc0-87bb-396091d6b178,NORMAN  138 KV  A,32413297,6,2026,36.15
dc6a8309-d023-4fc0-87bb-396091d6b178,ELMOSS  69 KV   FAYETEVI,32411201,6,2026,50.91
dc6a8309-d023-4fc0-87bb-396091d6b178,SCANTON,1229535981,6,2026,38.82
dc6a8309-d023-4fc0-87bb-396091d6b178,STRYKER 138 KV  SP81,93354073,6,2026,36.62
dc6a8309-d023-4fc0-87bb-396091d6b178,PIONEER 69 KV   LD1,123901011,6,2026,36.33
dc6a8309-d023-4fc0-87bb-396091d6b178,NEW CASTLE 3,124575225,6,2026,40.29
dc6a8309-d023-4fc0-87bb-396091d6b178,DAVIS2  69 KV   LD_185,1123174785,6,2026,47.75
dc6a8309-d023-4fc0-87bb-396091d6b178,BEAVERCR46 KV   BURTON,32410583,6,2026,52.14
dc6a8309-d023-4fc0-87bb-396091d6b178,RICHMOND,35079885,6,2026,48.88
dc6a8309-d023-4fc0-87bb-396091d6b178,MOOREOE 138 KV  TR1,98370175,6,2026,50.98
dc6a8309-d023-4fc0-87bb-396091d6b178,POSSUM POINT,35010373,6,2026,62.68
dc6a8309-d023-4fc0-87bb-396091d6b178,HATFIELD,5022439,6,2026,49.21
dc6a8309-d023-4fc0-87bb-396091d6b178,HILLS   69 KV   LOAD1,2156114580,6,2026,49.38
dc6a8309-d023-4fc0-87bb-396091d6b178,GLENCOE 138 KV  T1,1439645860,6,2026,36.96
dc6a8309-d023-4fc0-87bb-396091d6b178,PRINCE  69 KV   T1,32412297,6,2026,48.47
dc6a8309-d023-4fc0-87bb-396091d6b178,HARRISON,5022437,6,2026,64.36
dc6a8309-d023-4fc0-87bb-396091d6b178,CITY    138 KV  LOAD,32413149,6,2026,36.44
dc6a8309-d023-4fc0-87bb-396091d6b178,CLOVER  EHV     LMP,35010277,6,2026,48.05
dc6a8309-d023-4fc0-87bb-396091d6b178,KNOX    69 KV   LOAD,32415045,6,2026,48.92
dc6a8309-d023-4fc0-87bb-396091d6b178,LOONEYCR69 KV   HURLEY,1218905133,6,2026,48.49
dc6a8309-d023-4fc0-87bb-396091d6b178,GARDEN  69 KV   T4,2156118984,6,2026,48.26
dc6a8309-d023-4fc0-87bb-396091d6b178,HAYSI   69 KV   ECKHORN,1218905980,6,2026,51.7
dc6a8309-d023-4fc0-87bb-396091d6b178,RED OAK A CT3,4198418,6,2026,49.58
dc6a8309-d023-4fc0-87bb-396091d6b178,BYLLESBY13 KV   BY2,32418337,6,2026,45.71
dc6a8309-d023-4fc0-87bb-396091d6b178,CLAYTOR 11 KV   CL1,32418343,6,2026,45.17
dc6a8309-d023-4fc0-87bb-396091d6b178,BUCK    13 KV   BK1,32418329,6,2026,45.2
dc6a8309-d023-4fc0-87bb-396091d6b178,COALTON 69 KV   T1,2041959593,6,2026,39.31
dc6a8309-d023-4fc0-87bb-396091d6b178,BIG SANDY CT1,34983449,6,2026,37.94
dc6a8309-d023-4fc0-87bb-396091d6b178,THELMA  69 KV   WPAINTSV,32412827,6,2026,39.16
dc6a8309-d023-4fc0-87bb-396091d6b178,DEWEY   138 KV  T1,32411109,6,2026,36.78
dc6a8309-d023-4fc0-87bb-396091d6b178,RUSSEL  69 KV   T1,32412457,6,2026,38.88
dc6a8309-d023-4fc0-87bb-396091d6b178,INEZ    138 KV  T1,32411667,6,2026,36.7
dc6a8309-d023-4fc0-87bb-396091d6b178,LOVELY  138 KV  T1,32411851,6,2026,36.74
dc6a8309-d023-4fc0-87bb-396091d6b178,COVNGTN 69 KV   BK1,119117823,6,2026,48.02
dc6a8309-d023-4fc0-87bb-396091d6b178,REUSENS 69 KV   MONROEAP,32412341,6,2026,52.0
dc6a8309-d023-4fc0-87bb-396091d6b178,BATH COUNTY,35010375,6,2026,47.96
dc6a8309-d023-4fc0-87bb-396091d6b178,CROZET TX1,50697141,6,2026,49.82
dc6a8309-d023-4fc0-87bb-396091d6b178,HERBERT 69 KV   T1,1869183601,6,2026,37.75
dc6a8309-d023-4fc0-87bb-396091d6b178,TOPMOST 138 KV  T1,32412853,6,2026,36.1
dc6a8309-d023-4fc0-87bb-396091d6b178,BECKHAM 138 KV  T1,32410587,6,2026,37.88
dc6a8309-d023-4fc0-87bb-396091d6b178,VICCO   138 KV  T1,32412917,6,2026,36.74
dc6a8309-d023-4fc0-87bb-396091d6b178,HAZARD  69 KV   JEFF,32411515,6,2026,37.6
dc6a8309-d023-4fc0-87bb-396091d6b178,BULAN   69 KV   T1,32410761,6,2026,38.49
dc6a8309-d023-4fc0-87bb-396091d6b178,STONPLSW138 KV  STONE,1552831316,6,2026,38.36
dc6a8309-d023-4fc0-87bb-396091d6b178,KEMPER  138 KV  BK1,119117893,6,2026,38.32
dc6a8309-d023-4fc0-87bb-396091d6b178,BEAVERCR46 KV   ELWOOD,2156118075,6,2026,37.77
dc6a8309-d023-4fc0-87bb-396091d6b178,PANTHER CREEK,1379659518,6,2026,37.77
dc6a8309-d023-4fc0-87bb-396091d6b178,DORTON  138 KV  T1,32411121,6,2026,36.61
dc6a8309-d023-4fc0-87bb-396091d6b178,PVILLE  69 KV   PLEASANT,2156111331,6,2026,47.65
dc6a8309-d023-4fc0-87bb-396091d6b178,TASLEY 10,278256,6,2026,50.01
